,judul,nim,kata_kunci,mix_feature
157,IMPLEMENTASI METODE PROMETHEE DALAM  PREDIKSI HASIL PERTANDINGAN LIGA INGGRIS,71150148,"PROMETHEE, sistem prediksi, multikriteria",implementasi metode promethee prediksi hasil tanding liga inggris teliti buah sistem prediksi bangun implementasi metode promethee hasil tanding sepakbola prediksi data tanding tanding kumpul data data hasil pola analisa buah hitung prediksi tim menang kalah imbang tanding butuh  analisa data peta kuat calon tim lawan tanding tingkat persentase raih menang peta kuat lawan buah tim latih jajar staff-nya tim antisipasi kuat tim calon lawan buah strategi instruksi instruksi main manfaat parameter parameter dunia sepakbola latih skill individu rekor 4 tanding factor tuan rumah kriteria kriteria bangun sistem prediksi kriteria pilih bobot dasar tingkat situasi peran kriteria hasil teliti uji sistem prediksi implementasi metode promethee sistem prediksi hasil proses prediksi tanding akurasi rendah salah kendala temu bangun sistem parameter parameter salah solusi tingkat akurasi sistem prediksi promethee sistem prediksi multikriteria
158,PENGEMBANGAN SISTEM LAYANAN PASTORAL PADA APLIKASI GEMATEN PAROKI SANTA MARIA ASSUMPTA KLATEN,71160080,"Layanan Pastoral, Laravel, Flutter, UCD, Completion Rate, Time Based Efficiency, System Usability Scale",kembang sistem layan pastoral aplikasi gematen paroki santa maria assumpta klaten paroki santa maria assumpta klaten layan layan pastoral aju umat proses aju tradisional kantor paroki isi buku aju mudah proses aju kembang sistem layan pastoral integrasi aplikasi gematen sistem kembang framework laravel sistem bas website site  framework flutter sistem bas android tahap kembang sistem metode user ucd design ucd sistem selesai kembang uji usability testing hitung completion rate time based efficiency kuesioner system usability scale sus sistem layan pastoral hasil kembang integrasi aplikasi gematen uji sistem layan pastoral tingkat efektivitas effectiveness tingkat efficiency responden expert user uji sus sistem layan pastoral tingkat puas upa excellent tingkat terima upa acceptable terima layan pastoral laravel flutter ucd completion rate time based efficiency system usability scale
159,PENERAPAN TEST DRIVEN DEVELOPMENT DALAM ARSITEKTUR LAYANAN MIKRO,71170171,"Test driven development, Kebutuhan, uji tes, Continuous integration",terap test driven development arsitektur layan mikro kembang aplikasi kompleks iring butuh aplikasi butuh terkadang rusa kode kode susun rusa kode akibat fungsional aplikasi jalan maksimal error aplikasi tanggulang automated test fungsi jalan tes kode rancang automated test jalan butuh aplikasi susun proses konsep test driven development uji tes kembang dasar analisa butuh butuh hasil skenario upa expected result precondition uji tes uji tes kode butuh aplikasi konsep test driven development optimal continuous integration continuous integration tugas jalan uji tes susun otomatis dasar hasil  analisa hasil kembang mudah dukung butuh uji tes susun kembang hasil uji hasil hasil uji lolos hasil uji kuat hasil pipeline continuous integration uji tes lolos test driven development butuh uji tes continuous integration
160,PEMBUATAN WEB MEDIA INTERAKTIF SEBAGAI MEDIA PEMBELAJARAN UNTUK SISWA SEKOLAH DASAR,71150053,"Media Interaktif, User Centered Design, Website", website site media interaktif media ajar siswa sekolah dasar ajar tingkat kualitas didik proses ajar diminimalisir mutu prestasi siswa tingkat ajar prestasi ajar siswa turun siswa semangat ajar cenderung pasif terima guru ajar siswa malas ajar matematika materi ajar matematika tarik tingkat semangat siswa ajar nilai siswa tingkat materi tarik butuh media interaktif upa website site site mudah ancang website site site media interaktif buah metode nama ucd user ucd design metode ucd identifikasi user butuh teliti bantu ancang website site site guru sd budya wacana jogjakarta guru erti butuh siswa uji website site site siswa kelas 3 sd budya wacana jogjakarta website site site media interaktif bangun mudah siswa bantu siswa tingkat minat ajar bantu siswa paham materi siswa hasil task kait menu website site site website site site media interaktif bantu siswa tingkat minat ajar bukti beda rata signifikan siswa ajar website site  buku siswa paham materi bukti nilai rata siswa poin nilai siswa capai standar nilai matematika sd budya wacana media interaktif user ucd design website site site
161,PENGEMBANGAN SITUS BANTU BELAJAR SMP N 1 HALMAHERA UTARA,71150049,"Pengembangan Situs Web, User Interface, Goal�Direct Design, Quality in Use Itegrated Measurement (QUIM),  System Usability Scale (SUS)",kembang situs bantu ajar smp 1 halmahera utara situs bantu ajar online situs ganti ajar tatap muka mudah efisien smp 1 halmahera utara sekolah letak daerah malu utara situs bantu ajar media giat ajar sekolah situs website site  alami desain antarmuka usability dasar data wawancara tampil fitur-fitur situs website site  liput latar warna font navigasi fitur-fitur butuh kumpul tugas siswa upload tugas siswa baharu fitur-fitur informasi agenda sekolah presensi siswa uji patisipasi 5 responden system usability scale sus hasil indicator skala nilai rata rata angka kategori nilai data situs bantu ajar website site  ajar smp negeri 1 halmahera utara tingkat teliti kembang situs bantu ajar metode goal-direct design gdd metode system usability scale sus quality in use itegrated measurement quim alat ukur tingkat usability dasar data evaluasi  analisa metode sus quim situs bantu ajar ajar smp 1 halmahera utara alami tingkat usability hasil evaluasi sus nilai rata kategori nilai excellent  analisa metode quim hasil data upa presentase hasil kategori kategori kembang situs website site  user interface goal direct design quality in use itegrated measurement quim system usability scale sus
162,"PEMBUATAN E-LEARNING BERBASIS MOODLE MENGGUNAKAN GOAL DIRECTED DESIGN DAN UJI USABILITAS STUDI KASUS SMA TRI DHARMA, ENDE",71150115,"E-learning , Website, Goal Directed Design, Moodle, Learning Management System, Task success, Software Usbality Measurement Inventory",e-learning bas moodle goal directed design uji usabilitas studi sma tri dharma ende sma tri dharma salah sekolah kota ende ajar online e-learning pengaruh kembang teknologi adaptive ahp-topsis covid bantu aplikasi whatsapp guru sulit ajar online sulit akses materi sulit tugas uji penyampain materi batas guru siswa sulit materi batas materi tugas jam guru agama aktivitas tulis website site site dukung ajar online e-learning bantu aplikasi learning management system moodle metdoe goal directed design tujan website site site bangun sesuai teliti task success kuesioner software usability measurement inventory tahi website site  puas kenyam website site  metode teliti goal directed design fokus sma tri dharma ende 3 guru siswa 1 guru tugas admin langkah langkah teliti proses kumpul data research model persona modelling susun butuh requirements rancang sistem framework implementasi bangun sistem refinenment uji evaluasi sistem support task success kuesioner software usability measurement inventory teliti metode goal directed design hasil capa ajar online dukung hasil uji evaluasi website site site task success kuesioner software usability measurement inventory website site site bangun mudah nyaman puas website site site ajar online e-learning website site site goal directed design moodle learning management system task success software usbality measurement inventory
163,PERANCANGAN DAN IMPLEMENTASI VISUALISASI DATA UNTUK SISTEM INFORMASI AKADEMIK TINGKAT SMA,71160097,"user centered design, usability testing",ancang implementasi visualisasi data sistem informasi akademik tingkat sma teliti teliti ancang implementasi visualisasi data sistem informasi akademik tingkat sma bas website site site terap metode user ucd design teliti hasil visualisasi data akademik mudah proses monitoring evaluasi akses informasi akademik teliti proses studi literatur studi lapang konteks butuh hasil solusi desain implementasi bentuk website site site uji usabilitas visualisasi data akademik sistem informasi metode uji usability testing acu 3 atribut adaptive ahp-topsis efisiensi puas hasil uji visualisasi data sistem informasi akademik milik adaptive ahp-topsis efisiensi puas dasar hasil visualisasi data akademik rancang layak proses monitoring evaluasi akses informasi akademik user ucd design usability testing
164,PENGEMBANGAN DAN PENGUJI USABILITAS ANTARMUKA SISTEM PELAPORAN PENILAIAN DAN PENJADWALAN,71160067,"Pengolahan Nilai Rapor, Pengolahan Jadwal, UCD, Usability Testing",kembang uji usabilitas antarmuka sistem lapor nilai jadwal olah nilai informasi jadwal ajar selenggara sekolah rancang mudah olah saji data ajar laksana giat ajar smp negeri 5 tagulandang manual dokumentasi simpan bentuk file sedia informasi salah tulis waktu batas batas sistem kait modifikasi operasi data kompleks olah data siswa makan waktu tenaga administrator proses ajar data nilai siswa butuh waktu cari buka file olah data giat data siswa nilai data pribadi rencana cepat akurat kembang uji usabilitas antarmuka sistem lapor jadwal usability testing teliti ukur usabilitas sistem hasil alami pengingkatan signifikan rata satisfaction 5 simpul sistem bantu guru lapor butuh saji cepat waktu olah nilai rapor olah jadwal ucd usability testing
165,PERANCANGAN APLIKAS PRESENSI BERBASIS WEBSITE STUDI KASUS : BADAN PENGELOLA PERBATASAN DAERAH MALUKU TENGGARA,71160076,"presensi manual, data presensi, presensi otomatis, website",ancang aplikasi presensi bas website site site studi badan kelola batas daerah malu tenggara olah data presensi presensi manual salah badan olah batas daerah informasi hadir pegawai bentuk kertas kertas daftar hadir cecer urus izin cuti makan waktu kendala curang pegawai titip tanda tangan pegawai timbul curang presensi alat tulis pena sedia pegawai pinjam alat tulis tanda tangan tulis sistem agama aktivitas kantor atur presensi cuti izin pesensi bentuk website site site sistem tata hadir cuti izin pisah sistem sempurna tulis metode ucd user ucd design uji sus sistem usability scale sistem dasar hasil uji sistem sus simpul ambil siste e-presensi bas website site site jalan respon positif bantu kantor presensi izin cuti atur data persensi izin cuti harap presensi manual data presensi presensi otomatis website site site
166,CHROME EXTENSION UNTUK DATA GRABBER MEDIA SOSIAL TWITTER DENGAN METODE XPATH SELECTOR,71160073,"XPath Selector, Chrome Extension, data grabber, Twitter",chrome extension data grabber media sosial twitter metode xpath selector butuh dataset sumber teliti  analisa data scientist tingkat iring tingkat keingintahuan manusia eprusahaan igin tanggap konsumen produk luncur susun langkah ambil usaha  analisa tanggap konsumen  analisa sumber data temu salah sosial media twitter teliti sedia aplikasi data grabber kumpul data media sosial twitter aplikasi data grabber rancang chrome extension implementasi metode xpath selector implementasi metode xpath selector aplikasi harap kumpul data batas batas akses api twitter ganti terap metode aplikasi akses halaman website site  twitter pasang aplikasi chrome extension mudah jalan aplikasi sembari akses halaman website site  twitter browser aplikasi tweetgrabberera hasil bangun teliti sesuai butuh harap uji rancang aplikasi data grabber implementasi metode xpath selector jalan bukti aplikasi hasil dataset  analisa data scientist xpath selector chrome extension data grabber twitter
167,PENERAPAN ALGORITMA SIMHASH UNTUK MENDETEKSI KEMIRIPAN TEKS BERITA,71170247,"Deteksi kemiripan teks, Algoritma simhash, Hamming distance",terap algoritma simhash deteksi teks berita terap algoritma simhash deteksi teks berita text reuse sifat illegal plagiasi dunia didik plagiasi golong tindak langgar atur akademik undang hak cipta undang nomor tahun lembaga organisasi tingkat text reuse variasi gantung toleransi pakat universitas kristen duta wacana tingkat text reuse golong plagiasi lembaga organisasi beda text reuse tingkat plagiasi contoh berita buah text reuse deteksi dasar teks teks teliti identifikasi teks terap algoritma simhash algoritma simhash fingerprint ekstraksi fitur-fitur deteksi teks text reuse teks dokumen teks hitung metode hamming distance dasar hasil uji tulis deteksi teks duplicate banding deteksi teks near-duplicate uji teks duplikat rata nilai evaluasi recall capai 8 dokumen uji sistem temu kalimat duplikat sempurna deteksi teks duplikat milik nilai rata precision deteksi teks algoritma simhash hamming distance
